[ Northfield Women's Shelter - Atlantic County Women's Center ",Northfield, NJ 08225 4.83 miles from city center Absecon']
[ Mary Mother of Hope House III',Wilmington, DE 1980528.31 miles from city center Bridgeton']
[ Catholic Charities Bayard House',Wilmington, DE 1980528.78 miles from city center Bridgeton']
[ Somerset County Social Services Emergency Assistance',Somerville, NJ 088762.47 miles from city center Bridgewater']
[ Samaritan Homeless Interim Program - Emergency Shelter Rent Assitance',Somerville, NJ 088762.50 miles from city center Bridgewater']
[ Somerset Home for Temporarily Displaced Children',Bridgewater, NJ 08807 908-526-6605Somerset Home serves teenagers ages 13 - 21. It offers street outreach, emergency shelter, group home housing and support services, residential transitional-living programs, nonresidential independent-living skills workshops and supportive housing for homeless young adults.']
[ Resource Center of Somerset',Hillsborough, NJ 088447.78 miles from city center Bridgewater']
[ Naomi's Way Transitional Housing",New Brunswick, NJ 0890111.25 miles from city center Bridgewater']
[ Ozanam Family Shelter',Edison, NJ 0881711.78 miles from city center Bridgewater']
[ Women Aware - Domestic Violence Shelter',New Brunswick, NJ 0890112.04 miles from city center Bridgewater']
[ Ozanam Men's Shelter",New Brunswick, NJ 0890112.40 miles from city center Bridgewater']
[ SAFE in Hunterdon Women's Domestic Violence Shelter",Flemington, NJ 0882213.74 miles from city center Bridgewater']
[ Market Street Mission of Morristown',Morristown, NJ 0796015.22 miles from city center Bridgewater']
[ Our Place Day Shelter',Morristown, NJ 0796015.29 miles from city center Bridgewater']
[ Salvation Army Morristown Emergency Assistance',Morristown, NJ 0796015.53 miles from city center Bridgewater']
[ Interfaith Council for Homeless Families of Morris County',Morristown, NJ 0796216.60 miles from city center Bridgewater']
[ Homeless Solutions, Inc.',Cedar Knolls, NJ 0792718.14 miles from city center Bridgewater']
[ Trinity Soup Kitchen (Woodbridge) Trinity Episcopal Church',Woodbridge, NJ 0709518.49 miles from city center Bridgewater']
[ State Street Transitional Housing, Perth Amboy',Perth Amboy, NJ 0886119.42 miles from city center Bridgewater']
[ Jeremiah's Refuge Emergency Shelter",Perth Amboy, NJ 0886119.68 miles from city center Bridgewater']
[ Turning Point Community Services - Support Services',Maplewood, NJ 0704020.42 miles from city center Bridgewater']
[ Salvation Army Emergency Assistance',Union, NJ 0708320.61 miles from city center Bridgewater']
[ Gospel Services Benevolent Society Inc',Irvington, NJ 0711122.16 miles from city center Bridgewater']
[ Family Promise of Warren County, Inc.',Oxford, NJ 0786323.97 miles from city center Bridgewater']
[ LGBTRAIN Foundation',East Orange, NJ 0701724.04 miles from city center Bridgewater']
[ Home FrontInc.',Lawrenceville, NJ 0864825.37 miles from city center Bridgewater']
[ Cold Weather Oveflow Shelter ',Trenton, NJ 0863826.76 miles from city center Bridgewater']
[ Rescue Mission of Trenton - Trenton Rescue Mission',Trenton, NJ 0860927.21 miles from city center Bridgewater']
[ The Women's Center Linwood",Linwood, NJ 0822111.39 miles from city center Brigantine']
[ Family Promise of Southern Ocean County',West Creek, NJ 0809219.47 miles from city center Brigantine']
